longitude,latitude,year,month,day,hour,minute,second,magnitude,depth
39.8228,39.943,2006,12,8,19,17,1.2,4.09,2.5
28.32,40.39,2006,12,19,19,15,0.0,4.5,18.0
25.569,40.307,2006,12,25,10,10,41.0,3.73,13.0
27.254,40.635,2007,1,13,17,12,33.83,3.5,14.9
27.43,40.81,2007,1,14,16,35,0.0,3.9,20.0
27.95,40.436,2007,1,25,19,42,47.07,3.7,11.5
28.3862,40.5924,2007,1,28,18,6,59.0,4.5,10.0
40.7255,39.4027,2007,2,3,3,34,15.89,4.09,5.1
27.417,40.804,2007,2,5,11,44,0.22,3.9,10.0
27.622,40.423,2007,2,16,1,12,16.07,3.6,10.6
40.9498,39.364,2007,3,9,1,13,58.0,4.5,5.0
26.272,40.4137,2007,3,9,13,43,57.96,3.89,10.8
28.388,40.581,2007,4,15,0,52,11.17,3.5,11.4
38.805,39.7125,2007,4,16,9,11,59.08,3.7,5.8
39.753,40.0262,2007,4,23,23,56,7.76,3.99,2.9
39.7413,40.029,2007,4,24,2,37,53.01,3.8,2.3
39.7287,40.027,2007,4,24,2,59,44.4,3.89,9.9
25.18,40.2,2007,5,3,5,41,16.0,3.9,6.0
27.485,40.815,2007,5,8,4,30,7.33,3.9,12.5
27.075,40.357,2007,5,16,19,58,45.18,3.9,5.0
27.299,40.791,2007,5,27,19,43,3.22,3.9,10.0
40.9073,39.3637,2007,6,1,13,5,37.02,3.99,5.0
27.432,40.363,2007,6,6,8,15,27.95,3.7,1.9
37.8953,40.3308,2007,6,16,14,11,11.92,3.8,5.0
27.365,40.717,2007,6,16,23,47,27.5,3.5,10.0
27.794,40.466,2007,6,16,23,58,25.6,3.5,10.0
27.785,40.405,2007,7,9,18,26,53.66,3.7,0.0
27.224,40.645,2007,8,1,18,57,16.99,3.7,23.0
30.0902,40.7868,2007,8,1,19,3,8.13,4.29,5.2
38.5208,39.538,2007,8,6,19,35,23.0,4.6,7.0
27.2482,40.6363,2007,8,18,7,37,35.27,3.89,12.5
25.95,40.38,2007,8,28,12,44,51.0,4.3,6.0
38.5235,39.5325,2007,9,3,5,11,1.52,3.89,5.0
25.047,40.175,2007,9,19,23,23,19.86,4.36,9.0
25.312,40.29,2007,10,2,6,25,42.5,4.09,8.9
25.299,40.263,2007,10,2,9,29,31.1,3.91,9.7
40.6807,39.4508,2007,10,6,4,36,55.0,4.3,10.0
27.405,40.735,2007,10,8,14,6,1.42,4.0,12.5
28.016,40.275,2007,10,10,12,16,50.82,3.7,13.0
25.778,40.271,2007,10,21,11,4,27.9,4.27,12.4
25.914,40.232,2007,10,21,11,15,25.8,4.18,13.4
25.919,40.334,2007,10,21,11,48,55.9,4.0,0.0
25.867,40.347,2007,10,21,13,33,13.3,3.82,0.0
25.945,40.323,2007,10,21,13,45,26.3,3.73,0.0
25.879,40.355,2007,10,21,14,24,14.7,3.64,0.0
25.769,40.395,2007,10,23,6,43,22.7,4.18,12.1
40.829,39.328,2007,10,27,4,2,23.0,4.5,3.4
25.953,40.342,2007,11,3,16,31,15.4,3.73,13.4
25.784,40.343,2007,11,19,10,55,32.0,3.73,13.3
27.419,40.595,2007,11,29,9,29,31.45,3.6,6.3
27.4172,40.3633,2007,12,9,3,20,9.77,3.89,15.0
31.0198,40.8068,2007,12,10,11,39,5.84,3.99,5.0
27.107,40.452,2007,12,14,1,43,53.67,3.8,3.5
38.95,40.0,2007,12,29,14,5,49.0,4.5,10.0
27.511,40.807,2008,1,12,17,43,9.03,3.5,11.0
34.76,40.55,2008,1,14,2,6,27.0,4.8,7.0
38.61,39.54,2008,1,22,16,31,55.0,4.5,5.0
25.723,40.643,2008,1,23,11,1,29.4,4.18,1.2
25.761,40.625,2008,1,23,16,46,51.4,3.73,10.0
27.756,40.817,2008,1,27,13,40,35.7,3.6,11.5
27.746,40.803,2008,1,27,18,55,43.71,3.7,38.0
40.872,39.9533,2008,2,1,5,36,57.32,3.7,5.0
27.709,40.808,2008,2,21,8,45,30.28,4.1,0.0
28.9981,40.638,2008,3,12,18,53,32.0,4.4,12.0
30.6647,40.7933,2008,3,14,0,25,40.54,4.19,3.5
27.968,40.241,2008,3,17,4,24,47.83,3.8,1.0
34.8041,40.6335,2008,3,29,3,12,31.0,4.4,4.0
34.4832,40.3713,2008,4,1,0,41,39.0,4.7,7.04
31.939,40.859,2008,4,9,19,36,14.5,3.6,10.0
27.4163,40.3818,2008,4,12,3,25,20.44,3.89,10.1
25.618,40.694,2008,4,14,6,58,47.5,4.0,6.6
25.586,40.717,2008,4,14,7,20,36.7,3.91,10.7
25.625,40.697,2008,4,14,8,3,54.9,3.64,7.6
40.779,39.9312,2008,4,17,13,41,18.19,3.89,6.2
25.397,40.389,2008,4,27,5,17,44.2,3.82,6.4
25.382,40.381,2008,4,28,13,25,56.1,3.64,9.7
25.388,40.383,2008,4,29,1,57,6.5,4.0,10.3
25.374,40.377,2008,4,29,2,30,5.1,3.64,8.9
26.883,40.177,2008,4,29,14,55,15.54,3.5,10.0
25.256,40.225,2008,5,9,8,6,37.5,3.64,12.5
27.3714,40.6369,2008,5,12,15,11,26.0,4.9,11.2
25.247,40.233,2008,5,13,18,12,16.6,3.82,12.5
27.075,40.381,2008,5,17,23,43,26.43,3.8,10.0
27.8,40.5,2008,5,19,10,18,16.0,4.5,10.0
26.879,40.181,2008,6,2,17,24,22.82,3.5,1.0
38.9763,39.6327,2008,6,4,9,48,20.0,4.5,10.0
37.0612,40.1718,2008,6,11,14,24,26.25,3.8,5.0
28.002,40.361,2008,6,13,11,2,23.3,3.9,9.0
40.5703,39.7725,2008,6,22,1,23,19.94,3.89,6.4
25.456,40.298,2008,6,23,19,17,50.8,3.73,13.9
39.481,39.859,2008,6,24,4,44,39.11,4.09,5.0
37.554,39.5228,2008,6,25,21,12,18.0,5.0,4.65
28.9998,40.4132,2008,6,29,8,28,1.06,4.09,6.8
28.74,40.44,2008,7,9,4,54,0.0,3.7,4.0
27.38,40.73,2008,7,14,16,2,0.0,3.9,6.0
27.44,40.37,2008,7,15,9,19,49.0,4.6,12.0
27.956,40.834,2008,8,12,15,41,3.35,3.8,10.0
32.8202,40.6435,2008,9,6,23,58,45.24,4.09,5.0
39.98,40.01,2008,9,17,12,8,12.0,4.86,5.4
39.9835,40.0112,2008,9,17,13,0,1.01,3.89,6.7
39.8835,39.5563,2008,9,23,8,4,11.0,4.1,2.0
29.0142,40.6103,2008,10,5,6,4,4.0,4.7,23.68
29.1698,40.7423,2008,10,22,1,0,35.82,4.09,8.3
25.214,40.221,2008,11,3,8,40,4.5,3.55,14.9
38.8183,40.0523,2008,11,4,15,17,44.81,3.89,3.2
31.92,40.78,2008,11,12,11,57,35.0,4.6,6.0
31.9383,40.7713,2008,11,12,14,25,42.77,4.09,5.0
31.9403,40.7782,2008,11,12,19,10,52.25,3.8,5.0
27.381,40.793,2008,11,16,15,12,33.56,3.8,2.0
25.78,40.39,2008,12,28,22,58,59.0,5.22,35.0
25.926,40.335,2008,12,28,23,15,26.0,3.82,0.0
25.731,40.354,2008,12,29,8,27,40.7,3.64,12.3
25.224,40.718,2009,1,11,15,8,28.0,4.27,11.8
27.771,40.7942,2009,1,23,16,34,51.47,3.99,14.9
27.78,40.8008,2009,1,24,15,58,39.0,4.1,12.0
27.738,40.855,2009,1,24,23,59,44.69,3.8,7.9
27.7648,40.7865,2009,1,25,3,26,53.05,3.8,14.5
27.761,40.813,2009,1,25,12,34,21.16,3.9,20.0
25.795,40.35,2009,2,11,7,23,33.0,3.64,11.5
27.561,40.847,2009,3,1,1,22,26.2,3.7,17.0
27.7552,40.7987,2009,3,18,16,33,37.52,3.99,10.9
25.74,40.394,2009,3,20,17,59,46.2,4.18,9.8
25.761,40.371,2009,3,23,16,33,40.5,3.55,0.0
40.5438,40.3802,2009,4,15,22,21,37.0,4.4,2.4
25.306,40.255,2009,4,18,3,41,54.6,3.82,10.4
27.5308,40.7285,2009,4,27,19,3,7.0,4.19,18.3
29.1427,40.476,2009,5,23,21,57,38.76,4.09,10.8
25.586,40.795,2009,5,31,6,48,40.2,3.91,8.7
29.1387,40.4857,2009,5,31,15,25,3.41,3.8,5.4
39.1845,39.3803,2009,6,13,20,33,54.1,3.99,2.6
29.1378,40.4928,2009,6,22,9,29,11.26,3.99,5.8
25.594,40.789,2009,6,25,5,58,16.1,3.55,0.2
27.708,40.808,2009,7,2,12,10,14.93,3.7,0.0
27.702,40.811,2009,7,4,12,36,19.06,3.7,6.3
29.843,40.7272,2009,7,18,9,59,52.46,3.89,6.7
39.73,39.59,2009,7,30,7,37,51.7,5.02,10.0
28.28,40.37,2009,8,1,16,42,39.0,4.8,10.0
25.938,40.369,2009,8,5,19,16,34.5,3.73,11.6
27.4303,40.3505,2009,8,8,13,52,39.0,4.4,13.2
27.531,40.723,2009,8,25,5,34,56.3,3.6,0.0
27.1075,40.2555,2009,8,27,5,41,15.37,3.8,15.2
25.84,40.359,2009,9,23,16,43,2.5,3.55,7.6
34.8643,40.4203,2009,9,29,5,54,55.31,4.19,5.0
36.6898,39.4853,2009,10,10,0,40,44.24,4.19,5.0
28.793,40.859,2009,10,21,22,16,20.3,3.7,49.0
33.6692,41.0412,2009,11,8,10,13,15.41,3.89,6.2
29.004,40.604,2009,11,16,18,47,22.96,3.8,1.0
26.068,40.355,2009,11,23,1,15,4.5,3.6,9.0
28.113,40.816,2009,11,29,9,21,25.4,3.6,5.0
25.778,40.359,2009,12,14,9,35,46.2,3.91,13.4
32.4712,40.9165,2009,12,20,16,17,1.88,3.8,5.4
29.298,40.853,2010,1,2,4,14,35.42,3.7,13.0
28.142,40.487,2010,1,12,5,31,39.76,3.9,10.0
28.749,40.631,2010,1,13,3,54,52.24,3.9,28.0
37.9669,39.5572,2010,2,1,4,1,42.0,4.3,12.0
28.85,40.4,2010,2,3,21,57,55.0,3.8,9.0
27.213,40.571,2010,2,10,21,47,54.27,3.6,48.0
39.27,39.94,2010,2,25,10,6,24.8,3.99,8.0
40.0477,39.7957,2010,3,8,10,14,23.0,5.3,4.91
29.1312,40.4482,2010,3,8,16,7,11.79,3.8,2.8
39.14,39.89,2010,3,9,15,35,3.0,4.7,5.0
39.14,39.91,2010,3,9,18,14,35.0,4.5,6.0
27.1803,40.3723,2010,3,13,1,19,21.45,3.89,16.0
35.2002,40.745,2010,3,22,1,32,10.8,3.8,2.8
38.6448,39.8897,2010,3,23,19,33,14.0,4.8,19.54
35.0245,40.5354,2010,4,2,7,37,19.0,4.5,15.0
34.9888,40.5407,2010,4,5,1,0,51.06,3.89,4.3
27.34,40.812,2010,4,20,15,30,26.19,3.7,17.9
27.692,40.398,2010,4,25,0,12,28.64,3.8,10.0
34.6688,40.0752,2010,5,9,3,58,24.66,3.89,4.9
27.421,40.594,2010,5,29,2,5,57.98,3.6,1.0
39.9197,39.5515,2010,5,30,1,11,6.89,3.8,4.9
28.9573,40.4264,2010,6,11,10,56,45.0,4.4,12.9
39.2708,39.9552,2010,6,23,13,27,34.91,3.99,5.3
37.469,40.0247,2010,7,4,5,4,25.0,4.8,19.22
25.757,40.39,2010,7,18,14,1,25.6,3.82,4.0
25.763,40.395,2010,7,18,15,40,42.9,3.73,5.2
31.632,40.8477,2010,8,16,3,9,1.0,4.5,10.83
38.9226,39.7218,2010,8,16,6,41,22.0,4.8,15.27
25.905,40.373,2010,8,23,4,22,37.3,4.36,13.9
40.1426,39.501,2010,9,7,2,48,54.0,4.4,1.8
28.176,40.8323,2010,10,3,17,49,3.0,4.6,3.2
27.6808,40.8023,2010,10,26,22,9,40.55,3.8,10.2
39.4557,39.9343,2010,10,28,18,41,45.42,3.89,5.4
25.857,40.309,2010,10,29,6,32,41.7,4.18,8.0
26.33,40.42,2010,11,3,2,51,27.0,5.36,15.3
40.2092,39.5192,2010,11,6,11,57,58.0,4.6,12.73
40.22,39.51,2010,11,7,5,51,30.0,4.6,5.0
26.355,40.448,2010,11,21,2,16,35.3,3.6,10.7
26.099,40.867,2010,12,17,12,21,22.5,3.73,9.9
25.864,40.386,2010,12,26,5,8,20.7,4.8,10.0
40.0146,39.9972,2010,12,26,15,34,3.0,4.6,2.2
25.825,40.319,2010,12,26,15,51,16.9,3.64,14.0
27.34,40.58,2010,12,31,20,57,37.0,4.5,16.0
25.802,40.374,2011,1,7,18,26,51.5,3.64,16.7
29.76,40.71,2011,1,20,2,9,37.0,4.6,10.0
25.178,40.233,2011,2,23,16,19,50.3,3.55,15.1
27.3915,40.4088,2011,2,24,19,22,12.12,3.8,11.4
27.102,40.3622,2011,2,25,9,20,9.5,4.09,6.9
28.06,40.43,2011,3,9,7,4,4.0,4.5,9.0
28.055,40.4493,2011,3,9,7,6,12.89,3.99,3.0
40.9033,39.3898,2011,3,10,5,28,52.48,3.8,5.0
31.527,40.7825,2011,5,13,22,28,29.1,4.19,5.0
27.509,40.3462,2011,5,30,8,42,30.49,3.89,13.1
35.233,40.535,2011,7,25,10,45,57.6,3.8,5.4
27.7,40.82,2011,7,25,17,57,22.0,4.9,10.0
27.7335,40.8165,2011,7,25,20,43,52.31,3.8,7.2
27.725,40.8342,2011,8,4,8,35,19.28,3.8,2.0
34.0667,40.7888,2011,8,7,6,46,40.82,4.09,5.0
28.9083,40.4352,2011,8,11,13,37,11.07,3.89,4.8
28.89,40.44,2011,8,16,17,30,7.0,4.5,5.0
40.5098,39.8628,2011,8,21,3,21,37.0,3.89,5.0
39.97,39.49,2011,8,24,15,47,24.0,4.8,5.0
38.74,39.76,2011,9,22,3,22,37.0,5.5,12.0
38.7433,39.698,2011,9,22,3,29,37.15,4.19,5.0
38.71,39.7,2011,9,22,10,13,59.0,4.7,2.0
38.6948,39.6585,2011,9,22,22,50,5.0,4.8,17.74
38.7005,39.6588,2011,9,22,23,20,27.0,4.5,7.02
25.17,40.199,2011,9,26,1,58,38.4,3.55,12.8
38.6875,39.6908,2011,9,26,9,58,34.76,3.89,5.0
38.7032,39.6672,2011,9,26,10,18,50.62,4.19,7.5
38.7742,39.7148,2011,9,27,10,30,33.52,3.8,5.0
38.69,39.65,2011,9,30,4,27,24.0,4.9,5.0
38.7368,39.7113,2011,10,1,4,23,32.24,3.8,5.7
40.69,39.36,2011,10,8,3,25,19.0,4.5,5.0
38.6475,39.6373,2011,10,10,12,8,31.59,4.09,7.4
25.294,40.262,2011,10,13,14,44,43.0,4.46,11.4
28.1145,40.7293,2011,10,16,3,42,25.67,4.09,7.0
25.361,40.199,2011,11,16,20,4,59.3,3.82,14.7
25.356,40.19,2011,11,16,23,6,10.5,4.09,7.2
40.5657,39.5432,2011,12,16,13,48,33.15,3.89,5.0
36.653,39.5105,2011,12,21,9,22,17.03,3.89,5.0
27.0355,40.2423,2012,1,12,18,52,31.47,3.8,7.1
38.3527,40.0428,2012,1,14,5,52,33.0,4.7,12.5
29.9413,40.1787,2012,3,7,14,37,30.02,3.8,5.4
34.8755,40.827,2012,3,14,3,0,4.59,3.89,9.5
28.793,40.8115,2012,3,14,9,24,54.32,3.99,9.8
27.9462,40.8387,2012,3,16,13,18,34.14,3.8,8.7
41.0317,39.3475,2012,4,4,14,18,37.0,4.8,18.65
24.974,40.184,2012,4,25,10,7,0.3,4.18,7.5
27.018,40.3278,2012,5,4,5,38,14.0,4.7,23.85
38.6937,39.67,2012,5,9,8,28,18.28,3.89,5.0
38.8987,39.7483,2012,5,30,12,56,45.29,3.8,2.4
37.0132,40.556,2012,7,3,23,20,45.32,3.8,5.0
30.4077,40.7608,2012,7,7,7,7,45.0,4.5,7.06
26.2208,40.427,2012,7,25,21,28,29.0,5.0,27.77
28.6293,40.4428,2012,8,8,13,2,29.09,3.8,5.9
38.5442,39.3123,2012,8,11,8,26,53.67,3.8,3.8
40.829,39.3233,2012,8,20,19,38,16.72,3.89,5.9
39.9912,39.4928,2012,8,31,14,14,49.0,4.7,15.86
25.42,40.22,2012,10,6,20,37,13.0,4.5,18.0
33.4723,41.06,2012,10,19,20,32,27.85,3.89,8.4
28.7203,40.4258,2012,10,26,3,37,36.17,4.29,8.3
28.7277,40.4353,2012,10,27,2,37,59.74,4.19,6.3
28.7187,40.436,2012,10,31,9,55,50.71,3.8,7.1
33.4897,41.0275,2012,11,4,5,24,5.28,3.8,5.9
38.2788,40.0575,2012,11,9,18,56,10.17,3.89,7.4
39.8872,39.51,2012,11,18,15,44,20.0,4.29,5.0
39.8913,39.5447,2012,11,18,16,31,30.85,3.99,5.0
39.8783,39.4818,2012,11,18,19,13,30.3,3.8,5.0
39.878,39.5158,2012,11,20,16,54,14.17,3.8,2.8
39.8407,39.489,2012,11,20,17,56,28.0,4.7,11.9
30.6478,40.728,2012,12,9,4,45,35.81,3.89,2.8
40.9137,39.3738,2012,12,12,7,52,48.0,4.5,14.84
37.0892,40.5578,2013,1,2,22,14,19.95,3.99,5.0
25.911,40.396,2013,1,5,23,26,22.5,4.09,9.4
25.926,40.383,2013,1,11,21,56,17.1,3.91,11.5
25.921,40.404,2013,1,14,17,39,20.8,3.55,10.0
40.5933,39.9262,2013,2,15,19,13,22.1,3.8,2.3
36.472,40.2923,2013,2,27,16,20,8.47,3.8,5.2
37.699,39.3725,2013,2,28,6,57,25.33,3.8,5.0
25.804,40.344,2013,3,3,16,17,23.3,3.64,10.2
36.2528,40.8482,2013,3,7,21,50,58.7,4.0,10.0
26.0152,40.3873,2013,3,26,13,8,44.52,3.9,18.0
38.2467,40.0957,2013,4,28,20,13,17.21,3.89,1.4
39.1418,39.3203,2013,4,30,19,6,16.31,3.99,3.4
35.9048,40.8082,2013,5,15,3,32,5.42,3.8,3.2
36.6593,40.5428,2013,6,6,13,51,32.52,4.09,1.6
25.933,40.372,2013,7,12,0,36,58.4,4.27,11.4
33.4915,41.1348,2013,7,21,21,43,41.6,4.1,5.3
34.3562,41.0197,2013,7,28,18,57,55.99,4.3,8.5
25.87,40.29,2013,7,30,5,33,9.8,5.06,10.2
25.789,40.316,2013,7,30,5,42,11.1,3.55,15.1
25.76,40.311,2013,7,30,6,28,7.8,3.82,14.3
25.76,40.317,2013,7,30,6,28,53.5,3.73,16.6
25.791,40.302,2013,7,31,1,26,55.2,3.91,12.2
36.9127,40.5353,2013,8,4,23,24,40.98,3.8,5.0
29.1193,40.4103,2013,8,17,18,16,31.03,4.3,5.5
25.061,40.183,2013,8,28,17,27,22.8,3.73,5.3
27.4458,40.3478,2013,8,29,6,20,34.87,4.1,14.8
27.4242,40.768,2013,9,25,13,39,44.74,3.8,7.5
26.0648,40.4148,2013,10,25,12,1,31.47,3.89,9.0
30.2658,40.7615,2013,11,10,2,9,23.44,3.8,13.8
25.669,40.575,2013,11,23,10,27,43.0,3.55,15.2
31.87,40.81,2013,11,24,20,49,39.2,4.85,10.6
31.8783,40.7923,2013,11,24,20,51,23.74,3.89,6.5
27.77,40.83,2013,11,27,4,13,41.0,4.8,23.0
27.9187,40.8283,2013,11,27,4,21,35.38,3.8,12.5
36.9672,40.1807,2013,12,10,17,20,54.71,3.8,4.7
34.6425,40.4625,2013,12,18,17,15,41.25,4.09,5.0
35.7168,40.0812,2014,1,2,0,48,54.23,3.99,5.0
40.8522,39.3718,2014,1,15,2,57,20.57,3.89,6.8
35.9887,40.5718,2014,2,20,15,56,59.7,4.09,5.0
34.853,40.6867,2014,4,14,18,40,13.8,3.5,1.1
34.8562,40.6903,2014,4,14,18,51,3.87,3.5,1.8
26.4577,40.4563,2014,4,22,18,27,9.55,3.8,9.1
26.4617,40.4493,2014,4,22,18,41,41.99,3.8,9.4
37.3525,39.473,2014,5,1,7,36,8.75,4.2,5.0
38.8595,39.7185,2014,5,3,1,33,40.29,3.89,5.3
27.0418,40.67,2014,5,11,5,7,0.45,3.89,11.0
40.9225,39.3635,2014,5,13,2,14,18.16,4.19,4.5
25.38,40.28,2014,5,24,9,25,3.0,6.8,20.0
26.2398,40.427,2014,5,24,9,31,18.1,5.1,7.2
26.1673,40.4208,2014,5,24,9,33,48.1,4.29,7.6
26.2567,40.3377,2014,5,24,9,34,16.67,4.39,5.4
25.261,40.238,2014,5,24,9,40,8.8,3.73,1.8
25.88,40.383,2014,5,24,9,54,59.7,3.91,11.4
26.25,40.4305,2014,5,24,10,5,17.93,3.89,7.3
26.1485,40.395,2014,5,24,10,11,40.51,4.2,9.4
26.1382,40.4278,2014,5,24,10,35,1.53,4.2,4.9
26.1872,40.405,2014,5,24,11,18,44.8,4.09,5.0
26.2612,40.4322,2014,5,24,11,28,41.66,3.8,12.3
25.512,40.268,2014,5,24,11,33,10.4,4.27,19.4
25.645,40.298,2014,5,24,12,0,16.9,3.55,11.7
25.518,40.302,2014,5,24,12,30,19.1,3.55,11.3
25.18,40.241,2014,5,24,12,46,0.2,4.09,14.9
25.9523,40.3997,2014,5,24,14,49,14.92,4.6,5.6
26.1428,40.38,2014,5,24,15,1,32.58,4.19,9.4
26.1072,40.393,2014,5,24,16,9,48.75,3.99,8.3
25.657,40.299,2014,5,24,16,34,51.6,4.0,11.4
25.937,40.395,2014,5,24,23,0,36.7,4.0,10.0
25.174,40.232,2014,5,24,23,24,7.7,3.64,14.3
25.2,40.242,2014,5,25,2,49,32.1,3.64,12.9
26.0683,40.4162,2014,5,25,5,44,22.38,4.19,11.8
26.13,40.43,2014,5,25,11,38,40.0,4.9,14.0
26.0925,40.4123,2014,5,25,11,47,55.47,4.5,6.8
25.233,40.252,2014,5,25,14,55,8.0,4.0,14.3
25.826,40.341,2014,5,26,14,8,20.7,3.82,10.6
25.915,40.396,2014,5,26,18,54,17.2,3.55,10.3
25.185,40.241,2014,5,26,21,28,38.7,4.09,13.5
25.866,40.365,2014,5,27,11,42,28.6,3.82,11.0
26.1343,40.4218,2014,5,28,3,59,51.2,4.3,13.2
25.481,40.298,2014,5,28,10,31,48.4,3.55,7.1
25.562,40.175,2014,5,30,4,6,21.5,4.09,9.1
25.55,40.178,2014,5,30,5,21,25.7,3.64,0.9
26.1392,40.4083,2014,6,1,19,58,30.75,3.99,10.3
27.3342,40.561,2014,6,1,21,17,45.7,3.89,11.0
25.154,40.196,2014,6,5,19,52,23.1,3.73,13.4
26.123,40.4205,2014,6,9,15,3,27.02,3.8,9.1
25.162,40.231,2014,6,15,19,46,54.5,3.91,12.4
36.4248,40.0342,2014,6,23,10,13,9.02,4.09,3.6
36.4408,40.0343,2014,6,23,22,20,4.59,3.89,4.5
39.8933,39.9618,2014,7,1,3,59,30.63,3.8,6.6
27.91,40.21,2014,7,3,5,4,47.0,4.3,15.0
26.2558,40.4298,2014,7,9,23,45,1.98,4.0,15.0
25.16,40.211,2014,7,15,10,33,31.8,3.91,12.6
26.2477,40.258,2014,7,16,11,59,28.68,3.9,12.3
26.8918,40.1787,2014,7,27,14,9,33.3,4.09,6.6
29.159,40.6057,2014,8,3,10,42,44.5,3.89,3.4
29.1652,40.6075,2014,8,3,22,22,44.35,3.8,11.5
36.681,39.4825,2014,8,11,4,22,43.97,3.8,5.0
25.887,40.37,2014,8,11,22,23,32.4,3.82,9.2
25.176,40.24,2014,9,23,1,37,18.2,3.82,13.1
39.6635,39.9942,2014,10,21,12,1,46.38,4.19,4.5
30.1147,40.4065,2014,10,22,17,11,5.6,4.5,7.5
30.1218,40.4093,2014,10,23,16,29,10.33,4.09,7.4
33.4755,40.9888,2014,10,23,17,33,57.27,3.8,2.0
39.6358,40.0163,2014,11,3,19,29,27.59,3.8,13.6
35.8295,40.5532,2014,11,11,2,9,3.13,3.89,4.2
25.222,40.205,2014,11,27,12,18,59.8,3.91,15.0
25.173,40.245,2014,12,2,20,15,16.2,4.36,14.5
26.4052,40.492,2014,12,6,12,7,24.18,3.8,14.9
35.3028,40.7042,2014,12,19,19,5,44.45,3.8,7.3
25.1758,40.2465,2014,12,2,20,15,17.0,4.3,27.03
26.0295,40.3083,2015,2,2,4,41,4.0,4.1,14.63
40.1351,39.4301,2015,2,9,22,52,49.0,4.3,13.01
40.844,39.9063,2015,2,26,10,6,20.0,3.8,1.58
39.6495,39.9718,2015,3,26,19,1,45.0,3.7,1.23
32.496,40.8573,2015,5,2,12,45,58.0,4.0,12.07
29.1275,40.4195,2015,5,11,4,16,28.0,3.7,10.29
34.3973,40.3588,2015,7,1,5,41,44.0,4.2145,19.67
34.3763,40.3533,2015,7,5,2,24,1.0,3.7,7.5
31.2816,40.8628,2015,7,7,5,8,30.0,3.8,13.41
26.2651,40.2488,2015,7,24,1,26,1.0,4.3,12.97
26.2661,40.2473,2015,7,24,2,39,42.0,4.8,18.9
26.2778,40.2425,2015,7,24,6,54,10.0,4.4,21.64
29.2835,40.6748,2015,8,13,1,1,28.0,3.8,8.83
25.1938,40.1861,2015,8,14,0,30,36.0,3.8,23.78
40.759,39.3996,2015,8,18,4,40,54.0,3.6,9.61
27.9061,40.8478,2015,8,29,12,47,52.0,3.6,17.64
25.0938,40.1755,2015,10,16,15,14,58.0,4.2145,13.84
27.7446,40.8003,2015,10,28,16,20,2.0,4.4,13.04
27.4025,40.3483,2015,11,5,12,29,36.0,3.7,8.55
28.7631,40.8181,2015,11,16,15,45,43.0,4.0,13.23
29.0785,40.4376,2015,12,5,20,53,51.0,3.6,8.44
27.4175,40.6818,2015,12,7,20,57,51.0,4.295450000000001,8.54
38.941,39.697,2015,12,28,14,33,37.0,3.6,9.6
32.7601,40.6931,2016,1,18,5,46,33.0,3.7,10.02
27.494,40.7128,2016,3,28,17,23,46.0,3.6,19.36
33.8253,41.0953,2016,4,10,15,6,52.0,3.7,3.05
31.7273,40.8536,2016,5,1,2,55,31.0,3.6,13.42
39.8503,39.9081,2016,5,9,3,57,20.0,4.1,13.97
40.8988,39.3665,2016,5,25,11,40,57.0,4.295450000000001,25.24
34.8448,40.4996,2016,5,30,19,3,6.0,3.8,17.12
29.1605,40.259,2016,6,7,4,9,46.0,4.3,13.92
40.675,39.4001,2016,6,21,6,25,22.0,4.1,18.29
29.2016,40.6985,2016,6,25,5,40,11.0,4.2,9.73
37.883,40.3215,2016,6,29,21,31,6.0,3.6,17.03
29.1815,40.697,2016,7,17,8,55,41.0,3.9,9.18
40.5165,39.38,2016,7,19,9,39,46.0,4.295450000000001,6.05
40.5283,39.3841,2016,7,20,1,56,44.0,3.7,18.92
29.1608,40.4378,2016,9,22,2,47,19.0,3.7,10.12
25.1256,40.269,2016,9,24,7,26,31.0,3.8,14.62
28.9513,40.5948,2016,10,8,23,2,47.0,3.6,10.22
30.9221,40.9015,2016,10,16,14,11,24.0,3.6,9.87
34.2811,40.7508,2016,11,2,11,57,42.0,4.7,6.42
34.3038,40.781,2016,11,2,12,2,53.0,3.9,16.39
37.2018,40.498,2016,11,8,15,55,8.0,3.6,11.2
38.5926,39.9526,2016,11,20,22,52,36.0,4.0,6.36
38.5883,39.9516,2016,11,21,7,20,56.0,3.8,10.55
32.7263,40.7593,2016,12,1,0,11,16.0,3.8,12.39
39.72,39.5798,2016,12,16,21,21,49.0,4.5,3.19
35.782,40.446,2017,3,10,1,42,42.0,3.6,13.7
38.6778,39.753,2017,4,23,12,12,41.0,3.8,3.14
40.705,40.0566,2017,5,11,17,58,2.0,4.7,6.41
37.0281,40.17,2017,5,11,21,6,47.0,3.8,6.99
40.7281,40.0615,2017,5,11,21,46,37.0,3.9,16.35
39.4746,39.7661,2017,5,20,11,5,1.0,4.1,8.46
35.6378,40.0426,2017,6,10,8,51,46.0,3.9,10.0
35.3401,40.5203,2017,7,13,9,19,5.0,3.8,12.55
28.9943,40.4131,2017,7,25,15,21,10.0,3.6,10.71
32.88,40.7348,2017,7,26,4,50,5.0,3.8,10.65
25.195,40.2238,2017,7,27,12,45,18.0,4.1,32.94
39.6228,39.9381,2017,8,10,15,19,26.0,4.0,12.1
33.8921,40.7723,2017,10,19,22,37,5.0,3.8,10.28
39.0263,39.8105,2017,10,21,14,33,13.0,3.6,18.95
